#GLY116-1  Hist_01218
     -180 0.000026000
     -174 0.000072000
     -168 0.000212000
     -162 0.000430000
     -156 0.000682000
     -150 0.000786000
     -144 0.000752000
     -138 0.000702000
     -132 0.000564000
     -126 0.000468000
     -120 0.000334000
     -114 0.000258000
     -108 0.000242000
     -102 0.000194000
      -96 0.000172000
      -90 0.000164000
      -84 0.000206000
      -78 0.000256000
      -72 0.000460000
      -66 0.000918000
      -60 0.001940000
      -54 0.004280000
      -48 0.008196000
      -42 0.014916000
      -36 0.025392000
      -30 0.040128000
      -24 0.058240000
      -18 0.077958000
      -12 0.097316000
       -6 0.113554000
        0 0.121186000
        6 0.120660000
       12 0.108070000
       18 0.084298000
       24 0.056666000
       30 0.032480000
       36 0.016112000
       42 0.006926000
       48 0.002610000
       54 0.000848000
       60 0.000252000
       66 0.000050000
       72 0.000018000
       78 0.000002000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000004000
