#THR195-1  Hist_02036
     -180 0.005044000
     -174 0.000884000
     -168 0.000102000
     -162 0.000020000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000002000
       78 0.000002000
       84 0.000006000
       90 0.000004000
       96 0.000042000
      102 0.000090000
      108 0.000282000
      114 0.001054000
      120 0.003232000
      126 0.010514000
      132 0.032032000
      138 0.083192000
      144 0.164860000
      150 0.233672000
      156 0.225316000
      162 0.149534000
      168 0.068532000
      174 0.021584000
