#MET135-4  Hist_01416
     -180 0.194404000
     -174 0.136772000
     -168 0.072638000
     -162 0.031412000
     -156 0.011964000
     -150 0.004244000
     -144 0.001432000
     -138 0.000550000
     -132 0.000252000
     -126 0.000124000
     -120 0.000096000
     -114 0.000110000
     -108 0.000144000
     -102 0.000240000
      -96 0.000260000
      -90 0.000352000
      -84 0.000424000
      -78 0.000460000
      -72 0.000582000
      -66 0.000546000
      -60 0.000348000
      -54 0.000166000
      -48 0.000056000
      -42 0.000010000
      -36 0.000006000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000004000
       24 0.000024000
       30 0.000144000
       36 0.000598000
       42 0.001660000
       48 0.003594000
       54 0.005652000
       60 0.006586000
       66 0.006088000
       72 0.004346000
       78 0.002778000
       84 0.001538000
       90 0.000728000
       96 0.000412000
      102 0.000330000
      108 0.000252000
      114 0.000238000
      120 0.000260000
      126 0.000468000
      132 0.001004000
      138 0.002542000
      144 0.006548000
      150 0.017030000
      156 0.040354000
      162 0.086826000
      168 0.151858000
      174 0.200546000
