#GLU133-4  Hist_01392
     -180 0.146356000
     -174 0.120306000
     -168 0.090018000
     -162 0.058788000
     -156 0.032500000
     -150 0.016230000
     -144 0.007514000
     -138 0.003966000
     -132 0.002742000
     -126 0.002606000
     -120 0.003020000
     -114 0.003854000
     -108 0.004876000
     -102 0.005350000
      -96 0.004824000
      -90 0.003678000
      -84 0.001962000
      -78 0.000864000
      -72 0.000318000
      -66 0.000144000
      -60 0.000046000
      -54 0.000018000
      -48 0.000008000
      -42 0.000002000
      -36 0.000002000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000002000
       24 0.000008000
       30 0.000028000
       36 0.000074000
       42 0.000236000
       48 0.000564000
       54 0.001058000
       60 0.001500000
       66 0.001582000
       72 0.001484000
       78 0.001690000
       84 0.002218000
       90 0.002422000
       96 0.002254000
      102 0.001874000
      108 0.001644000
      114 0.001216000
      120 0.001168000
      126 0.001492000
      132 0.002012000
      138 0.004154000
      144 0.009546000
      150 0.022950000
      156 0.050506000
      162 0.092522000
      168 0.133482000
      174 0.152322000
