#GLY167-0  Hist_01758
     -180 0.000118000
     -174 0.000094000
     -168 0.000080000
     -162 0.000062000
     -156 0.000052000
     -150 0.000036000
     -144 0.000036000
     -138 0.000022000
     -132 0.000010000
     -126 0.000012000
     -120 0.000002000
     -114 0.000010000
     -108 0.000004000
     -102 0.000002000
      -96 0.000014000
      -90 0.000006000
      -84 0.000010000
      -78 0.000004000
      -72 0.000004000
      -66 0.000004000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000006000
       36 0.000048000
       42 0.000414000
       48 0.002376000
       54 0.010886000
       60 0.036496000
       66 0.089888000
       72 0.159478000
       78 0.203732000
       84 0.190894000
       90 0.140606000
       96 0.083660000
      102 0.042854000
      108 0.019568000
      114 0.008990000
      120 0.004044000
      126 0.002054000
      132 0.001116000
      138 0.000708000
      144 0.000512000
      150 0.000354000
      156 0.000248000
      162 0.000192000
      168 0.000148000
      174 0.000146000
