#GLY151-0  Hist_01580
     -180 0.146410000
     -174 0.096416000
     -168 0.051872000
     -162 0.024076000
     -156 0.009764000
     -150 0.003690000
     -144 0.001478000
     -138 0.000654000
     -132 0.000312000
     -126 0.000192000
     -120 0.000138000
     -114 0.000088000
     -108 0.000072000
     -102 0.000100000
      -96 0.000150000
      -90 0.000250000
      -84 0.000388000
      -78 0.000544000
      -72 0.000556000
      -66 0.000404000
      -60 0.000264000
      -54 0.000112000
      -48 0.000034000
      -42 0.000016000
      -36 0.000000000
      -30 0.000002000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000012000
       42 0.000018000
       48 0.000118000
       54 0.000264000
       60 0.000624000
       66 0.001152000
       72 0.001660000
       78 0.002052000
       84 0.002270000
       90 0.002152000
       96 0.002008000
      102 0.001846000
      108 0.001810000
      114 0.001882000
      120 0.002310000
      126 0.003132000
      132 0.005134000
      138 0.009892000
      144 0.020932000
      150 0.043950000
      156 0.081366000
      162 0.131184000
      168 0.168980000
      174 0.177270000
