#PRO39-0  Hist_00404
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000004000
    -120 0.000066000
    -114 0.000396000
    -108 0.001672000
    -102 0.007704000
     -96 0.026828000
     -90 0.073286000
     -84 0.148290000
     -78 0.216164000
     -72 0.225068000
     -66 0.166754000
     -60 0.087904000
     -54 0.033936000
     -48 0.009522000
     -42 0.002050000
     -36 0.000324000
     -30 0.000026000
     -24 0.000006000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
