#LYS43-0  Hist_00448
    -180 0.000016000
    -174 0.000142000
    -168 0.001294000
    -162 0.006736000
    -156 0.023250000
    -150 0.055174000
    -144 0.098142000
    -138 0.131508000
    -132 0.142384000
    -126 0.130296000
    -120 0.109394000
    -114 0.088082000
    -108 0.069992000
    -102 0.053892000
     -96 0.038518000
     -90 0.025854000
     -84 0.014676000
     -78 0.006976000
     -72 0.002656000
     -66 0.000822000
     -60 0.000170000
     -54 0.000024000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000002000
