#LYS169-1  Hist_01776
     -180 0.000012000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000002000
       30 0.000002000
       36 0.000000000
       42 0.000018000
       48 0.000026000
       54 0.000040000
       60 0.000098000
       66 0.000100000
       72 0.000144000
       78 0.000216000
       84 0.000254000
       90 0.000462000
       96 0.000858000
      102 0.001464000
      108 0.003544000
      114 0.010150000
      120 0.030034000
      126 0.078568000
      132 0.161148000
      138 0.236396000
      144 0.239094000
      150 0.156032000
      156 0.063714000
      162 0.015246000
      168 0.002176000
      174 0.000202000
