#GLU35-5  Hist_00368
    -180 0.009950000
    -174 0.010490000
    -168 0.010734000
    -162 0.012020000
    -156 0.015202000
    -150 0.019086000
    -144 0.024536000
    -138 0.028074000
    -132 0.031000000
    -126 0.031076000
    -120 0.030884000
    -114 0.030562000
    -108 0.030280000
    -102 0.030050000
     -96 0.029288000
     -90 0.026212000
     -84 0.021696000
     -78 0.016744000
     -72 0.012326000
     -66 0.009076000
     -60 0.007150000
     -54 0.005988000
     -48 0.005632000
     -42 0.005526000
     -36 0.005810000
     -30 0.006720000
     -24 0.007764000
     -18 0.008830000
     -12 0.009232000
      -6 0.009856000
       0 0.009964000
       6 0.009746000
      12 0.010346000
      18 0.012228000
      24 0.015080000
      30 0.019880000
      36 0.025110000
      42 0.029616000
      48 0.031962000
      54 0.031734000
      60 0.031060000
      66 0.030360000
      72 0.029386000
      78 0.028458000
      84 0.026390000
      90 0.023728000
      96 0.020080000
     102 0.016332000
     108 0.012680000
     114 0.009828000
     120 0.007938000
     126 0.006804000
     132 0.005860000
     138 0.005632000
     144 0.006008000
     150 0.006544000
     156 0.007402000
     162 0.008598000
     168 0.009412000
     174 0.010040000
