#LYS45-3  Hist_00482
    -180 0.098558000
    -174 0.097950000
    -168 0.088776000
    -162 0.072736000
    -156 0.055350000
    -150 0.038918000
    -144 0.025348000
    -138 0.015830000
    -132 0.010066000
    -126 0.007762000
    -120 0.006866000
    -114 0.007258000
    -108 0.008458000
    -102 0.010544000
     -96 0.014936000
     -90 0.022350000
     -84 0.031982000
     -78 0.041402000
     -72 0.042808000
     -66 0.032858000
     -60 0.017894000
     -54 0.007262000
     -48 0.002512000
     -42 0.000732000
     -36 0.000184000
     -30 0.000056000
     -24 0.000026000
     -18 0.000008000
     -12 0.000002000
      -6 0.000008000
       0 0.000010000
       6 0.000008000
      12 0.000014000
      18 0.000060000
      24 0.000132000
      30 0.000366000
      36 0.001082000
      42 0.002466000
      48 0.005190000
      54 0.009038000
      60 0.012924000
      66 0.013470000
      72 0.009778000
      78 0.004902000
      84 0.001958000
      90 0.000662000
      96 0.000220000
     102 0.000062000
     108 0.000034000
     114 0.000036000
     120 0.000028000
     126 0.000028000
     132 0.000094000
     138 0.000222000
     144 0.000732000
     150 0.002646000
     156 0.009354000
     162 0.025982000
     168 0.054740000
     174 0.084322000
