#LYS45-4  Hist_00484
    -180 0.099762000
    -174 0.076652000
    -168 0.050894000
    -162 0.029126000
    -156 0.013848000
    -150 0.005708000
    -144 0.002106000
    -138 0.000898000
    -132 0.000494000
    -126 0.000282000
    -120 0.000282000
    -114 0.000238000
    -108 0.000260000
    -102 0.000406000
     -96 0.000822000
     -90 0.002232000
     -84 0.006942000
     -78 0.017250000
     -72 0.029326000
     -66 0.031218000
     -60 0.020446000
     -54 0.008014000
     -48 0.002326000
     -42 0.000534000
     -36 0.000088000
     -30 0.000010000
     -24 0.000004000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000002000
      24 0.000030000
      30 0.000170000
      36 0.000948000
      42 0.004042000
      48 0.012702000
      54 0.025832000
      60 0.038300000
      66 0.038812000
      72 0.028024000
      78 0.014746000
      84 0.006004000
      90 0.002206000
      96 0.000890000
     102 0.000396000
     108 0.000266000
     114 0.000212000
     120 0.000298000
     126 0.000572000
     132 0.001356000
     138 0.004036000
     144 0.010670000
     150 0.026860000
     156 0.057112000
     162 0.091210000
     168 0.117332000
     174 0.116804000
