#ASN88-5  Hist_00924
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000008000
     -48 0.000032000
     -42 0.000330000
     -36 0.001828000
     -30 0.008776000
     -24 0.031854000
     -18 0.084170000
     -12 0.161068000
      -6 0.223188000
       0 0.220712000
       6 0.153114000
      12 0.077002000
      18 0.028324000
      24 0.007618000
      30 0.001598000
      36 0.000308000
      42 0.000058000
      48 0.000010000
      54 0.000002000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
