#ASN187-3  Hist_01958
     -180 0.000566000
     -174 0.000416000
     -168 0.000270000
     -162 0.000130000
     -156 0.000064000
     -150 0.000024000
     -144 0.000032000
     -138 0.000010000
     -132 0.000004000
     -126 0.000000000
     -120 0.000006000
     -114 0.000004000
     -108 0.000000000
     -102 0.000002000
      -96 0.000004000
      -90 0.000004000
      -84 0.000006000
      -78 0.000006000
      -72 0.000002000
      -66 0.000004000
      -60 0.000008000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000002000
       24 0.000008000
       30 0.000014000
       36 0.000062000
       42 0.000212000
       48 0.001004000
       54 0.005802000
       60 0.030410000
       66 0.112094000
       72 0.245616000
       78 0.300460000
       84 0.205302000
       90 0.076532000
       96 0.016376000
      102 0.002006000
      108 0.000184000
      114 0.000018000
      120 0.000008000
      126 0.000002000
      132 0.000000000
      138 0.000016000
      144 0.000036000
      150 0.000126000
      156 0.000322000
      162 0.000530000
      168 0.000636000
      174 0.000660000
