#VAL131-3  Hist_01372
     -180 0.092994000
     -174 0.081692000
     -168 0.052220000
     -162 0.023296000
     -156 0.007918000
     -150 0.002186000
     -144 0.000568000
     -138 0.000126000
     -132 0.000050000
     -126 0.000028000
     -120 0.000020000
     -114 0.000032000
     -108 0.000056000
     -102 0.000126000
      -96 0.000322000
      -90 0.000718000
      -84 0.001780000
      -78 0.003572000
      -72 0.005666000
      -66 0.008060000
      -60 0.009080000
      -54 0.007586000
      -48 0.004584000
      -42 0.002086000
      -36 0.000778000
      -30 0.000236000
      -24 0.000070000
      -18 0.000024000
      -12 0.000016000
       -6 0.000006000
        0 0.000002000
        6 0.000002000
       12 0.000002000
       18 0.000020000
       24 0.000066000
       30 0.000498000
       36 0.002768000
       42 0.012940000
       48 0.040288000
       54 0.088174000
       60 0.123780000
       66 0.111464000
       72 0.065616000
       78 0.026478000
       84 0.007606000
       90 0.001636000
       96 0.000322000
      102 0.000078000
      108 0.000016000
      114 0.000020000
      120 0.000068000
      126 0.000220000
      132 0.000674000
      138 0.001748000
      144 0.004536000
      150 0.010152000
      156 0.020404000
      162 0.036662000
      168 0.057684000
      174 0.080180000
