#PRO178-1  Hist_01858
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000002000
      -78 0.000000000
      -72 0.000000000
      -66 0.000002000
      -60 0.000026000
      -54 0.000080000
      -48 0.000214000
      -42 0.000674000
      -36 0.001546000
      -30 0.003282000
      -24 0.006490000
      -18 0.013304000
      -12 0.023000000
       -6 0.037914000
        0 0.053322000
        6 0.069110000
       12 0.086226000
       18 0.099362000
       24 0.106156000
       30 0.103976000
       36 0.094250000
       42 0.077732000
       48 0.057794000
       54 0.037772000
       60 0.022458000
       66 0.011928000
       72 0.005996000
       78 0.003774000
       84 0.003404000
       90 0.004196000
       96 0.005886000
      102 0.008550000
      108 0.012386000
      114 0.014576000
      120 0.014302000
      126 0.010680000
      132 0.006050000
      138 0.002620000
      144 0.000750000
      150 0.000174000
      156 0.000026000
      162 0.000010000
      168 0.000000000
      174 0.000000000
