#GLY68-1  Hist_00722
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000002000
     -84 0.000004000
     -78 0.000012000
     -72 0.000028000
     -66 0.000110000
     -60 0.000480000
     -54 0.001614000
     -48 0.005146000
     -42 0.015376000
     -36 0.037442000
     -30 0.073122000
     -24 0.119810000
     -18 0.154052000
     -12 0.162902000
      -6 0.143278000
       0 0.110732000
       6 0.077528000
      12 0.049048000
      18 0.027982000
      24 0.013332000
      30 0.005340000
      36 0.001946000
      42 0.000554000
      48 0.000136000
      54 0.000018000
      60 0.000002000
      66 0.000002000
      72 0.000002000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
