#ASN98-3  Hist_01022
    -180 0.074602000
    -174 0.073022000
    -168 0.053548000
    -162 0.033702000
    -156 0.019204000
    -150 0.010112000
    -144 0.004268000
    -138 0.001686000
    -132 0.000602000
    -126 0.000416000
    -120 0.000564000
    -114 0.001194000
    -108 0.003112000
    -102 0.008184000
     -96 0.020330000
     -90 0.041532000
     -84 0.073066000
     -78 0.107008000
     -72 0.125002000
     -66 0.109648000
     -60 0.069972000
     -54 0.032900000
     -48 0.012094000
     -42 0.004090000
     -36 0.001788000
     -30 0.000934000
     -24 0.000444000
     -18 0.000180000
     -12 0.000104000
      -6 0.000034000
       0 0.000038000
       6 0.000010000
      12 0.000018000
      18 0.000030000
      24 0.000046000
      30 0.000056000
      36 0.000110000
      42 0.000262000
      48 0.000468000
      54 0.000742000
      60 0.000880000
      66 0.001018000
      72 0.001056000
      78 0.000766000
      84 0.000494000
      90 0.000246000
      96 0.000110000
     102 0.000032000
     108 0.000010000
     114 0.000004000
     120 0.000002000
     126 0.000014000
     132 0.000028000
     138 0.000068000
     144 0.000310000
     150 0.001182000
     156 0.004912000
     162 0.014316000
     168 0.032792000
     174 0.056638000
