#MET36-4  Hist_00378
    -180 0.193154000
    -174 0.142822000
    -168 0.081500000
    -162 0.037950000
    -156 0.015478000
    -150 0.006102000
    -144 0.002304000
    -138 0.000926000
    -132 0.000368000
    -126 0.000166000
    -120 0.000116000
    -114 0.000182000
    -108 0.000224000
    -102 0.000392000
     -96 0.000688000
     -90 0.001050000
     -84 0.001278000
     -78 0.001350000
     -72 0.001098000
     -66 0.000934000
     -60 0.000518000
     -54 0.000294000
     -48 0.000092000
     -42 0.000036000
     -36 0.000018000
     -30 0.000004000
     -24 0.000002000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000008000
      24 0.000028000
      30 0.000088000
      36 0.000368000
      42 0.000996000
      48 0.002050000
      54 0.003142000
      60 0.003594000
      66 0.003054000
      72 0.002424000
      78 0.001596000
      84 0.001026000
      90 0.000676000
      96 0.000432000
     102 0.000310000
     108 0.000200000
     114 0.000194000
     120 0.000212000
     126 0.000426000
     132 0.000966000
     138 0.002534000
     144 0.006410000
     150 0.016146000
     156 0.038762000
     162 0.083218000
     168 0.145574000
     174 0.196520000
