#MET145-3  Hist_01536
     -180 0.181886000
     -174 0.147238000
     -168 0.089198000
     -162 0.041288000
     -156 0.015412000
     -150 0.005244000
     -144 0.001780000
     -138 0.000748000
     -132 0.000328000
     -126 0.000228000
     -120 0.000194000
     -114 0.000262000
     -108 0.000476000
     -102 0.001030000
      -96 0.002276000
      -90 0.005218000
      -84 0.010626000
      -78 0.017612000
      -72 0.024640000
      -66 0.027352000
      -60 0.022520000
      -54 0.014006000
      -48 0.006366000
      -42 0.002280000
      -36 0.000674000
      -30 0.000216000
      -24 0.000074000
      -18 0.000020000
      -12 0.000006000
       -6 0.000004000
        0 0.000000000
        6 0.000004000
       12 0.000006000
       18 0.000004000
       24 0.000012000
       30 0.000052000
       36 0.000284000
       42 0.000880000
       48 0.002284000
       54 0.004620000
       60 0.007102000
       66 0.008178000
       72 0.006658000
       78 0.004108000
       84 0.001906000
       90 0.000722000
       96 0.000254000
      102 0.000104000
      108 0.000036000
      114 0.000028000
      120 0.000032000
      126 0.000048000
      132 0.000126000
      138 0.000426000
      144 0.001482000
      150 0.005662000
      156 0.018646000
      162 0.051038000
      168 0.105046000
      174 0.161050000
