#LYS169-3  Hist_01780
     -180 0.017000000
     -174 0.019870000
     -168 0.017796000
     -162 0.012374000
     -156 0.007008000
     -150 0.003188000
     -144 0.001366000
     -138 0.000616000
     -132 0.000274000
     -126 0.000200000
     -120 0.000222000
     -114 0.000464000
     -108 0.001138000
     -102 0.003326000
      -96 0.010058000
      -90 0.029074000
      -84 0.068284000
      -78 0.124736000
      -72 0.171330000
      -66 0.173166000
      -60 0.126662000
      -54 0.071740000
      -48 0.030264000
      -42 0.011078000
      -36 0.003276000
      -30 0.000878000
      -24 0.000230000
      -18 0.000092000
      -12 0.000020000
       -6 0.000006000
        0 0.000008000
        6 0.000002000
       12 0.000016000
       18 0.000030000
       24 0.000072000
       30 0.000234000
       36 0.000628000
       42 0.001848000
       48 0.004498000
       54 0.009310000
       60 0.014428000
       66 0.015940000
       72 0.013286000
       78 0.008006000
       84 0.003462000
       90 0.001254000
       96 0.000434000
      102 0.000140000
      108 0.000052000
      114 0.000020000
      120 0.000018000
      126 0.000012000
      132 0.000006000
      138 0.000032000
      144 0.000072000
      150 0.000232000
      156 0.000780000
      162 0.002290000
      168 0.005716000
      174 0.011438000
