#PRO178-0  Hist_01856
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000004000
     -120 0.000016000
     -114 0.000106000
     -108 0.000632000
     -102 0.004192000
      -96 0.019892000
      -90 0.067434000
      -84 0.148264000
      -78 0.221380000
      -72 0.232016000
      -66 0.173014000
      -60 0.089772000
      -54 0.032626000
      -48 0.008636000
      -42 0.001692000
      -36 0.000272000
      -30 0.000040000
      -24 0.000010000
      -18 0.000002000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
