#GLN61-4  Hist_00652
    -180 0.042186000
    -174 0.043296000
    -168 0.036168000
    -162 0.025274000
    -156 0.015660000
    -150 0.008372000
    -144 0.004216000
    -138 0.002154000
    -132 0.001260000
    -126 0.000964000
    -120 0.000856000
    -114 0.000874000
    -108 0.001376000
    -102 0.002542000
     -96 0.005598000
     -90 0.014440000
     -84 0.034268000
     -78 0.069836000
     -72 0.112258000
     -66 0.135480000
     -60 0.121438000
     -54 0.077136000
     -48 0.034290000
     -42 0.011838000
     -36 0.003374000
     -30 0.000818000
     -24 0.000228000
     -18 0.000054000
     -12 0.000016000
      -6 0.000006000
       0 0.000000000
       6 0.000002000
      12 0.000002000
      18 0.000004000
      24 0.000016000
      30 0.000034000
      36 0.000182000
      42 0.000570000
      48 0.002014000
      54 0.004828000
      60 0.009204000
      66 0.011282000
      72 0.010902000
      78 0.009726000
      84 0.008744000
      90 0.007632000
      96 0.005898000
     102 0.004066000
     108 0.002706000
     114 0.001804000
     120 0.001540000
     126 0.001470000
     132 0.001824000
     138 0.002606000
     144 0.004316000
     150 0.007274000
     156 0.011932000
     162 0.019058000
     168 0.027920000
     174 0.036168000
