#THR125-0  Hist_01312
     -180 0.000000000
     -174 0.000000000
     -168 0.000002000
     -162 0.000008000
     -156 0.000054000
     -150 0.000176000
     -144 0.000658000
     -138 0.001444000
     -132 0.002254000
     -126 0.002456000
     -120 0.002388000
     -114 0.002398000
     -108 0.003078000
     -102 0.004804000
      -96 0.010060000
      -90 0.024350000
      -84 0.065604000
      -78 0.158066000
      -72 0.264940000
      -66 0.263470000
      -60 0.143696000
      -54 0.042440000
      -48 0.006924000
      -42 0.000670000
      -36 0.000054000
      -30 0.000006000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
