#LEU122-4  Hist_01290
     -180 0.108038000
     -174 0.054828000
     -168 0.020000000
     -162 0.005052000
     -156 0.000952000
     -150 0.000136000
     -144 0.000026000
     -138 0.000004000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000002000
     -102 0.000006000
      -96 0.000012000
      -90 0.000074000
      -84 0.000300000
      -78 0.001196000
      -72 0.003874000
      -66 0.007794000
      -60 0.010362000
      -54 0.008758000
      -48 0.005324000
      -42 0.002544000
      -36 0.000902000
      -30 0.000240000
      -24 0.000082000
      -18 0.000028000
      -12 0.000008000
       -6 0.000004000
        0 0.000008000
        6 0.000004000
       12 0.000018000
       18 0.000054000
       24 0.000146000
       30 0.000424000
       36 0.001014000
       42 0.002208000
       48 0.003724000
       54 0.005086000
       60 0.005454000
       66 0.005186000
       72 0.004392000
       78 0.003846000
       84 0.003764000
       90 0.004262000
       96 0.004318000
      102 0.003590000
      108 0.002698000
      114 0.002054000
      120 0.002250000
      126 0.003326000
      132 0.005714000
      138 0.012778000
      144 0.028212000
      150 0.060442000
      156 0.110706000
      162 0.159596000
      168 0.177984000
      174 0.156196000
