#ARG113-1  Hist_01186
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000002000
        0 0.000002000
        6 0.000004000
       12 0.000004000
       18 0.000020000
       24 0.000046000
       30 0.000058000
       36 0.000072000
       42 0.000068000
       48 0.000050000
       54 0.000056000
       60 0.000076000
       66 0.000102000
       72 0.000134000
       78 0.000314000
       84 0.000838000
       90 0.002710000
       96 0.009752000
      102 0.032640000
      108 0.088164000
      114 0.173000000
      120 0.227092000
      126 0.207730000
      132 0.141884000
      138 0.073672000
      144 0.029802000
      150 0.009264000
      156 0.002068000
      162 0.000344000
      168 0.000030000
      174 0.000002000
