#LYS144-0  Hist_01514
     -180 0.004918000
     -174 0.025036000
     -168 0.076712000
     -162 0.152392000
     -156 0.209316000
     -150 0.209340000
     -144 0.156610000
     -138 0.092096000
     -132 0.043318000
     -126 0.017570000
     -120 0.006904000
     -114 0.002648000
     -108 0.001194000
     -102 0.000522000
      -96 0.000292000
      -90 0.000166000
      -84 0.000096000
      -78 0.000076000
      -72 0.000068000
      -66 0.000034000
      -60 0.000008000
      -54 0.000002000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000006000
      168 0.000044000
      174 0.000632000
