#GLY17-0  Hist_00178
    -180 0.001012000
    -174 0.000944000
    -168 0.000858000
    -162 0.000700000
    -156 0.000696000
    -150 0.000804000
    -144 0.001012000
    -138 0.001188000
    -132 0.001804000
    -126 0.002750000
    -120 0.004648000
    -114 0.007696000
    -108 0.012694000
    -102 0.021138000
     -96 0.032008000
     -90 0.043376000
     -84 0.048462000
     -78 0.043836000
     -72 0.029974000
     -66 0.015864000
     -60 0.006182000
     -54 0.001908000
     -48 0.000522000
     -42 0.000110000
     -36 0.000018000
     -30 0.000002000
     -24 0.000006000
     -18 0.000000000
     -12 0.000000000
      -6 0.000002000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000002000
      24 0.000014000
      30 0.000072000
      36 0.000322000
      42 0.001372000
      48 0.005478000
      54 0.017420000
      60 0.045138000
      66 0.086252000
      72 0.125646000
      78 0.136182000
      84 0.114428000
      90 0.079740000
      96 0.046706000
     102 0.025784000
     108 0.013570000
     114 0.007206000
     120 0.003984000
     126 0.002236000
     132 0.001450000
     138 0.001080000
     144 0.000880000
     150 0.000856000
     156 0.000896000
     162 0.001014000
     168 0.001000000
     174 0.001058000
