#MET36-1  Hist_00372
    -180 0.006688000
    -174 0.001980000
    -168 0.000532000
    -162 0.000170000
    -156 0.000042000
    -150 0.000008000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000002000
      24 0.000004000
      30 0.000004000
      36 0.000014000
      42 0.000032000
      48 0.000096000
      54 0.000098000
      60 0.000162000
      66 0.000168000
      72 0.000242000
      78 0.000304000
      84 0.000588000
      90 0.000968000
      96 0.002284000
     102 0.004560000
     108 0.007716000
     114 0.012604000
     120 0.019986000
     126 0.035138000
     132 0.063056000
     138 0.105836000
     144 0.158040000
     150 0.194844000
     156 0.182216000
     162 0.121426000
     168 0.058704000
     174 0.021488000
