#ASN102-4  Hist_01068
     -180 0.015378000
     -174 0.014472000
     -168 0.014020000
     -162 0.013374000
     -156 0.013620000
     -150 0.013076000
     -144 0.012534000
     -138 0.011970000
     -132 0.011734000
     -126 0.012270000
     -120 0.012870000
     -114 0.014780000
     -108 0.016960000
     -102 0.019350000
      -96 0.021274000
      -90 0.023608000
      -84 0.025476000
      -78 0.025834000
      -72 0.023494000
      -66 0.019294000
      -60 0.014690000
      -54 0.010150000
      -48 0.006714000
      -42 0.004844000
      -36 0.003806000
      -30 0.002910000
      -24 0.002512000
      -18 0.002206000
      -12 0.002216000
       -6 0.001924000
        0 0.001758000
        6 0.001720000
       12 0.001614000
       18 0.001502000
       24 0.001672000
       30 0.002112000
       36 0.002844000
       42 0.004226000
       48 0.005732000
       54 0.007868000
       60 0.009978000
       66 0.012652000
       72 0.015870000
       78 0.021314000
       84 0.027952000
       90 0.035368000
       96 0.041746000
      102 0.045076000
      108 0.046886000
      114 0.044834000
      120 0.042618000
      126 0.039652000
      132 0.036256000
      138 0.032394000
      144 0.028772000
      150 0.024538000
      156 0.021854000
      162 0.019576000
      168 0.018046000
      174 0.016210000
