#ARG36-1  Hist_00364
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000010000
     -72 0.000086000
     -66 0.001122000
     -60 0.008630000
     -54 0.040428000
     -48 0.121438000
     -42 0.225274000
     -36 0.264248000
     -30 0.200814000
     -24 0.098004000
     -18 0.031160000
     -12 0.007318000
      -6 0.001260000
       0 0.000172000
       6 0.000026000
      12 0.000006000
      18 0.000000000
      24 0.000004000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
