#VAL148-1  Hist_01552
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000002000
      -96 0.000110000
      -90 0.000804000
      -84 0.004150000
      -78 0.015096000
      -72 0.039612000
      -66 0.078120000
      -60 0.121060000
      -54 0.152074000
      -48 0.160542000
      -42 0.148768000
      -36 0.118126000
      -30 0.081296000
      -24 0.046226000
      -18 0.021368000
      -12 0.008062000
       -6 0.002802000
        0 0.000976000
        6 0.000518000
       12 0.000178000
       18 0.000088000
       24 0.000020000
       30 0.000002000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
