#ARG123-2  Hist_01276
     -180 0.183162000
     -174 0.073346000
     -168 0.017640000
     -162 0.002392000
     -156 0.000174000
     -150 0.000010000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000004000
      138 0.000096000
      144 0.001076000
      150 0.008498000
      156 0.043800000
      162 0.138148000
      168 0.254784000
      174 0.276870000
