#LEU82-3  Hist_00856
    -180 0.138152000
    -174 0.058438000
    -168 0.016966000
    -162 0.004934000
    -156 0.002156000
    -150 0.001264000
    -144 0.000700000
    -138 0.000528000
    -132 0.000398000
    -126 0.000374000
    -120 0.000568000
    -114 0.001386000
    -108 0.003168000
    -102 0.007720000
     -96 0.015296000
     -90 0.021970000
     -84 0.024926000
     -78 0.025112000
     -72 0.029884000
     -66 0.036608000
     -60 0.042934000
     -54 0.041232000
     -48 0.030648000
     -42 0.016478000
     -36 0.006366000
     -30 0.001962000
     -24 0.000448000
     -18 0.000100000
     -12 0.000030000
      -6 0.000002000
       0 0.000004000
       6 0.000000000
      12 0.000002000
      18 0.000000000
      24 0.000002000
      30 0.000000000
      36 0.000008000
      42 0.000036000
      48 0.000240000
      54 0.000666000
      60 0.001778000
      66 0.002842000
      72 0.003218000
      78 0.002202000
      84 0.001066000
      90 0.000406000
      96 0.000140000
     102 0.000024000
     108 0.000024000
     114 0.000010000
     120 0.000036000
     126 0.000080000
     132 0.000232000
     138 0.000746000
     144 0.002768000
     150 0.008936000
     156 0.026928000
     162 0.074712000
     168 0.151690000
     174 0.190456000
