#TYR181-3  Hist_01924
     -180 0.263346000
     -174 0.258890000
     -168 0.136192000
     -162 0.037182000
     -156 0.005892000
     -150 0.000692000
     -144 0.000100000
     -138 0.000024000
     -132 0.000020000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000002000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000002000
      120 0.000002000
      126 0.000022000
      132 0.000094000
      138 0.000380000
      144 0.001348000
      150 0.004478000
      156 0.012614000
      162 0.033736000
      168 0.079570000
      174 0.165414000
