#GLN16-3  Hist_00152
    -180 0.000462000
    -174 0.001210000
    -168 0.001812000
    -162 0.001504000
    -156 0.000772000
    -150 0.000288000
    -144 0.000078000
    -138 0.000040000
    -132 0.000054000
    -126 0.000058000
    -120 0.000334000
    -114 0.000942000
    -108 0.002652000
    -102 0.005206000
     -96 0.008242000
     -90 0.012812000
     -84 0.031782000
     -78 0.096548000
     -72 0.196044000
     -66 0.243562000
     -60 0.199318000
     -54 0.118468000
     -48 0.052492000
     -42 0.018248000
     -36 0.005180000
     -30 0.001316000
     -24 0.000334000
     -18 0.000068000
     -12 0.000016000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000002000
     162 0.000000000
     168 0.000022000
     174 0.000134000
