#GLU185-5  Hist_01976
     -180 0.010602000
     -174 0.010082000
     -168 0.009372000
     -162 0.008778000
     -156 0.007696000
     -150 0.006556000
     -144 0.005646000
     -138 0.004706000
     -132 0.004626000
     -126 0.004086000
     -120 0.003882000
     -114 0.003898000
     -108 0.003952000
     -102 0.004584000
      -96 0.005706000
      -90 0.008168000
      -84 0.012098000
      -78 0.017838000
      -72 0.025084000
      -66 0.032810000
      -60 0.040328000
      -54 0.046016000
      -48 0.045800000
      -42 0.041810000
      -36 0.033276000
      -30 0.025780000
      -24 0.018424000
      -18 0.014328000
      -12 0.011204000
       -6 0.010202000
        0 0.009636000
        6 0.009486000
       12 0.009436000
       18 0.009028000
       24 0.008202000
       30 0.007260000
       36 0.005906000
       42 0.005410000
       48 0.004844000
       54 0.004630000
       60 0.004594000
       66 0.004144000
       72 0.004408000
       78 0.005008000
       84 0.006248000
       90 0.009318000
       96 0.013098000
      102 0.018378000
      108 0.025604000
      114 0.033012000
      120 0.042074000
      126 0.048112000
      132 0.050734000
      138 0.047744000
      144 0.040224000
      150 0.030804000
      156 0.022902000
      162 0.017046000
      168 0.013588000
      174 0.011784000
