#TYR181-0  Hist_01918
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000004000
     -150 0.000010000
     -144 0.000016000
     -138 0.000054000
     -132 0.000108000
     -126 0.000174000
     -120 0.000250000
     -114 0.000490000
     -108 0.000954000
     -102 0.001880000
      -96 0.004072000
      -90 0.009480000
      -84 0.025108000
      -78 0.067622000
      -72 0.150192000
      -66 0.238466000
      -60 0.248736000
      -54 0.162764000
      -48 0.067332000
      -42 0.018304000
      -36 0.003348000
      -30 0.000538000
      -24 0.000088000
      -18 0.000008000
      -12 0.000000000
       -6 0.000002000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
