#GLY180-0  Hist_01912
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000008000
     -126 0.000016000
     -120 0.000038000
     -114 0.000118000
     -108 0.000476000
     -102 0.001856000
      -96 0.007310000
      -90 0.026552000
      -84 0.075158000
      -78 0.159804000
      -72 0.235122000
      -66 0.231918000
      -60 0.157806000
      -54 0.072564000
      -48 0.024070000
      -42 0.005836000
      -36 0.001116000
      -30 0.000190000
      -24 0.000038000
      -18 0.000004000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
