#MET174-5  Hist_01860
     -180 0.020470000
     -174 0.017678000
     -168 0.013230000
     -162 0.009146000
     -156 0.005966000
     -150 0.004042000
     -144 0.002608000
     -138 0.001880000
     -132 0.001562000
     -126 0.001616000
     -120 0.001946000
     -114 0.002896000
     -108 0.005188000
     -102 0.010600000
      -96 0.022174000
      -90 0.043926000
      -84 0.075680000
      -78 0.106532000
      -72 0.116870000
      -66 0.102736000
      -60 0.070896000
      -54 0.037674000
      -48 0.016272000
      -42 0.005420000
      -36 0.001616000
      -30 0.000388000
      -24 0.000098000
      -18 0.000026000
      -12 0.000010000
       -6 0.000006000
        0 0.000008000
        6 0.000010000
       12 0.000030000
       18 0.000044000
       24 0.000140000
       30 0.000492000
       36 0.001386000
       42 0.003930000
       48 0.009658000
       54 0.019662000
       60 0.032174000
       66 0.042076000
       72 0.041638000
       78 0.031472000
       84 0.020018000
       90 0.011608000
       96 0.006462000
      102 0.003906000
      108 0.002470000
      114 0.001762000
      120 0.001386000
      126 0.001318000
      132 0.001578000
      138 0.002026000
      144 0.003094000
      150 0.005090000
      156 0.007990000
      162 0.012250000
      168 0.016938000
      174 0.020232000
