#LYS166-4  Hist_01760
     -180 0.141872000
     -174 0.090688000
     -168 0.047056000
     -162 0.020910000
     -156 0.007792000
     -150 0.002702000
     -144 0.001024000
     -138 0.000396000
     -132 0.000234000
     -126 0.000228000
     -120 0.000308000
     -114 0.000664000
     -108 0.001384000
     -102 0.002742000
      -96 0.004392000
      -90 0.006078000
      -84 0.007084000
      -78 0.007700000
      -72 0.008084000
      -66 0.008026000
      -60 0.006664000
      -54 0.004872000
      -48 0.002722000
      -42 0.001362000
      -36 0.000630000
      -30 0.000262000
      -24 0.000120000
      -18 0.000060000
      -12 0.000026000
       -6 0.000014000
        0 0.000018000
        6 0.000008000
       12 0.000022000
       18 0.000074000
       24 0.000198000
       30 0.000696000
       36 0.002390000
       42 0.006800000
       48 0.015066000
       54 0.023888000
       60 0.027664000
       66 0.022262000
       72 0.013366000
       78 0.006512000
       84 0.002746000
       90 0.001082000
       96 0.000380000
      102 0.000196000
      108 0.000116000
      114 0.000102000
      120 0.000104000
      126 0.000218000
      132 0.000452000
      138 0.001458000
      144 0.005170000
      150 0.018020000
      156 0.050162000
      162 0.101680000
      168 0.152504000
      174 0.170550000
