#GLY32-1  Hist_00326
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000016000
     -96 0.000098000
     -90 0.000496000
     -84 0.002434000
     -78 0.010104000
     -72 0.032674000
     -66 0.082018000
     -60 0.154100000
     -54 0.215322000
     -48 0.219398000
     -42 0.158822000
     -36 0.081916000
     -30 0.030484000
     -24 0.009004000
     -18 0.002302000
     -12 0.000584000
      -6 0.000166000
       0 0.000048000
       6 0.000014000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
