#LYS23-1  Hist_00228
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000002000
    -108 0.000006000
    -102 0.000034000
     -96 0.000178000
     -90 0.000772000
     -84 0.002762000
     -78 0.007852000
     -72 0.019380000
     -66 0.040448000
     -60 0.071460000
     -54 0.110972000
     -48 0.152252000
     -42 0.178110000
     -36 0.172668000
     -30 0.128768000
     -24 0.072460000
     -18 0.029802000
     -12 0.009122000
      -6 0.002240000
       0 0.000548000
       6 0.000126000
      12 0.000030000
      18 0.000002000
      24 0.000004000
      30 0.000002000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
