#LEU58-4  Hist_00602
    -180 0.130462000
    -174 0.099762000
    -168 0.064100000
    -162 0.031516000
    -156 0.012560000
    -150 0.003860000
    -144 0.001008000
    -138 0.000214000
    -132 0.000028000
    -126 0.000012000
    -120 0.000000000
    -114 0.000006000
    -108 0.000002000
    -102 0.000006000
     -96 0.000034000
     -90 0.000108000
     -84 0.000202000
     -78 0.000368000
     -72 0.000456000
     -66 0.000470000
     -60 0.000422000
     -54 0.000286000
     -48 0.000172000
     -42 0.000066000
     -36 0.000036000
     -30 0.000004000
     -24 0.000002000
     -18 0.000000000
     -12 0.000004000
      -6 0.000002000
       0 0.000000000
       6 0.000002000
      12 0.000002000
      18 0.000012000
      24 0.000038000
      30 0.000102000
      36 0.000348000
      42 0.000808000
      48 0.002022000
      54 0.003708000
      60 0.006144000
      66 0.008218000
      72 0.009694000
      78 0.009256000
      84 0.006918000
      90 0.003984000
      96 0.001894000
     102 0.000932000
     108 0.000504000
     114 0.000328000
     120 0.000462000
     126 0.000782000
     132 0.001958000
     138 0.005742000
     144 0.017274000
     150 0.045796000
     156 0.091170000
     162 0.133458000
     168 0.153480000
     174 0.148796000
