#THR31-0  Hist_00314
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000004000
    -138 0.000022000
    -132 0.000034000
    -126 0.000084000
    -120 0.000144000
    -114 0.000306000
    -108 0.000766000
    -102 0.002012000
     -96 0.006540000
     -90 0.021258000
     -84 0.061052000
     -78 0.134262000
     -72 0.210532000
     -66 0.228014000
     -60 0.173264000
     -54 0.098300000
     -48 0.042936000
     -42 0.015044000
     -36 0.004228000
     -30 0.000962000
     -24 0.000198000
     -18 0.000034000
     -12 0.000004000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
