#GLN173-1  Hist_01838
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000002000
     -108 0.000000000
     -102 0.000022000
      -96 0.000128000
      -90 0.000664000
      -84 0.003122000
      -78 0.011256000
      -72 0.030944000
      -66 0.067366000
      -60 0.113032000
      -54 0.154866000
      -48 0.170182000
      -42 0.155882000
      -36 0.119860000
      -30 0.078142000
      -24 0.046082000
      -18 0.024100000
      -12 0.013100000
       -6 0.006532000
        0 0.002870000
        6 0.001192000
       12 0.000464000
       18 0.000130000
       24 0.000046000
       30 0.000006000
       36 0.000008000
       42 0.000002000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
