#GLU62-1  Hist_00634
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000002000
     -78 0.000018000
     -72 0.000156000
     -66 0.001104000
     -60 0.005546000
     -54 0.022476000
     -48 0.064574000
     -42 0.133868000
     -36 0.200960000
     -30 0.218326000
     -24 0.172810000
     -18 0.103256000
     -12 0.048110000
      -6 0.019044000
       0 0.006492000
       6 0.002130000
      12 0.000712000
      18 0.000248000
      24 0.000108000
      30 0.000034000
      36 0.000012000
      42 0.000006000
      48 0.000008000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
