#VAL169-3  Hist_01800
     -180 0.106594000
     -174 0.047288000
     -168 0.018142000
     -162 0.006064000
     -156 0.001826000
     -150 0.000552000
     -144 0.000130000
     -138 0.000040000
     -132 0.000018000
     -126 0.000012000
     -120 0.000002000
     -114 0.000008000
     -108 0.000010000
     -102 0.000022000
      -96 0.000068000
      -90 0.000352000
      -84 0.001500000
      -78 0.004278000
      -72 0.010232000
      -66 0.016734000
      -60 0.016798000
      -54 0.010042000
      -48 0.003734000
      -42 0.001036000
      -36 0.000246000
      -30 0.000064000
      -24 0.000008000
      -18 0.000006000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000008000
       30 0.000014000
       36 0.000094000
       42 0.000524000
       48 0.001810000
       54 0.004974000
       60 0.009444000
       66 0.012374000
       72 0.011306000
       78 0.008488000
       84 0.004984000
       90 0.002520000
       96 0.001328000
      102 0.000814000
      108 0.000530000
      114 0.000388000
      120 0.000440000
      126 0.000720000
      132 0.001356000
      138 0.003354000
      144 0.011026000
      150 0.033240000
      156 0.084034000
      162 0.164102000
      168 0.213754000
      174 0.182568000
