#GLU210-0  Hist_02228
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000002000
     -144 0.000002000
     -138 0.000002000
     -132 0.000006000
     -126 0.000016000
     -120 0.000040000
     -114 0.000146000
     -108 0.000480000
     -102 0.001872000
      -96 0.007160000
      -90 0.024252000
      -84 0.071782000
      -78 0.157868000
      -72 0.244982000
      -66 0.247480000
      -60 0.157960000
      -54 0.064840000
      -48 0.017212000
      -42 0.003382000
      -36 0.000480000
      -30 0.000028000
      -24 0.000006000
      -18 0.000002000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
