#THR155-1  Hist_01620
     -180 0.000796000
     -174 0.000186000
     -168 0.000056000
     -162 0.000014000
     -156 0.000006000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000002000
       36 0.000000000
       42 0.000006000
       48 0.000024000
       54 0.000090000
       60 0.000188000
       66 0.000504000
       72 0.001124000
       78 0.002918000
       84 0.006802000
       90 0.015216000
       96 0.031850000
      102 0.059944000
      108 0.099034000
      114 0.138822000
      120 0.165880000
      126 0.161610000
      132 0.129968000
      138 0.084722000
      144 0.046598000
      150 0.025316000
      156 0.013946000
      162 0.008334000
      168 0.004214000
      174 0.001830000
