#THR155-0  Hist_01618
     -180 0.000000000
     -174 0.000026000
     -168 0.000104000
     -162 0.000570000
     -156 0.002482000
     -150 0.007340000
     -144 0.017266000
     -138 0.032276000
     -132 0.050648000
     -126 0.070566000
     -120 0.091704000
     -114 0.111440000
     -108 0.127942000
     -102 0.135920000
      -96 0.126188000
      -90 0.102256000
      -84 0.067558000
      -78 0.035834000
      -72 0.014240000
      -66 0.004360000
      -60 0.001046000
      -54 0.000184000
      -48 0.000044000
      -42 0.000006000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
