#MET21-3  Hist_00208
    -180 0.162348000
    -174 0.125390000
    -168 0.070506000
    -162 0.029070000
    -156 0.009108000
    -150 0.002550000
    -144 0.000678000
    -138 0.000234000
    -132 0.000100000
    -126 0.000072000
    -120 0.000050000
    -114 0.000066000
    -108 0.000102000
    -102 0.000576000
     -96 0.002174000
     -90 0.007474000
     -84 0.019966000
     -78 0.036232000
     -72 0.042892000
     -66 0.031148000
     -60 0.014736000
     -54 0.004512000
     -48 0.001128000
     -42 0.000222000
     -36 0.000072000
     -30 0.000026000
     -24 0.000008000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000002000
      18 0.000000000
      24 0.000008000
      30 0.000024000
      36 0.000088000
      42 0.000304000
      48 0.001262000
      54 0.004198000
      60 0.009514000
      66 0.014574000
      72 0.014324000
      78 0.009760000
      84 0.004534000
      90 0.001780000
      96 0.000670000
     102 0.000246000
     108 0.000202000
     114 0.000110000
     120 0.000098000
     126 0.000172000
     132 0.000310000
     138 0.000828000
     144 0.002878000
     150 0.009626000
     156 0.026722000
     162 0.063566000
     168 0.114902000
     174 0.157858000
