#SER41-3  Hist_00424
    -180 0.016834000
    -174 0.017050000
    -168 0.013704000
    -162 0.008052000
    -156 0.003686000
    -150 0.001412000
    -144 0.000464000
    -138 0.000176000
    -132 0.000072000
    -126 0.000046000
    -120 0.000042000
    -114 0.000036000
    -108 0.000066000
    -102 0.000208000
     -96 0.000496000
     -90 0.001694000
     -84 0.005174000
     -78 0.013696000
     -72 0.032594000
     -66 0.061158000
     -60 0.081172000
     -54 0.070718000
     -48 0.039786000
     -42 0.014762000
     -36 0.004014000
     -30 0.000968000
     -24 0.000182000
     -18 0.000040000
     -12 0.000012000
      -6 0.000004000
       0 0.000002000
       6 0.000004000
      12 0.000004000
      18 0.000018000
      24 0.000066000
      30 0.000454000
      36 0.002628000
      42 0.011878000
      48 0.038970000
      54 0.087920000
      60 0.132356000
      66 0.132494000
      72 0.095532000
      78 0.051212000
      84 0.021584000
      90 0.007082000
      96 0.002056000
     102 0.000600000
     108 0.000210000
     114 0.000048000
     120 0.000036000
     126 0.000012000
     132 0.000058000
     138 0.000088000
     144 0.000198000
     150 0.000580000
     156 0.001536000
     162 0.003668000
     168 0.007458000
     174 0.012930000
