#ASN79-3  Hist_00828
    -180 0.040846000
    -174 0.048540000
    -168 0.045672000
    -162 0.033394000
    -156 0.018432000
    -150 0.009102000
    -144 0.004256000
    -138 0.002000000
    -132 0.000998000
    -126 0.000618000
    -120 0.000436000
    -114 0.000568000
    -108 0.000912000
    -102 0.002066000
     -96 0.005438000
     -90 0.015026000
     -84 0.037428000
     -78 0.078046000
     -72 0.125850000
     -66 0.150764000
     -60 0.136996000
     -54 0.092200000
     -48 0.047722000
     -42 0.020172000
     -36 0.007262000
     -30 0.002532000
     -24 0.000758000
     -18 0.000278000
     -12 0.000070000
      -6 0.000030000
       0 0.000014000
       6 0.000008000
      12 0.000006000
      18 0.000006000
      24 0.000014000
      30 0.000032000
      36 0.000066000
      42 0.000162000
      48 0.000378000
      54 0.000782000
      60 0.001156000
      66 0.001124000
      72 0.000834000
      78 0.000642000
      84 0.000324000
      90 0.000146000
      96 0.000094000
     102 0.000060000
     108 0.000060000
     114 0.000062000
     120 0.000098000
     126 0.000122000
     132 0.000132000
     138 0.000196000
     144 0.000420000
     150 0.001410000
     156 0.004158000
     162 0.009948000
     168 0.019120000
     174 0.030014000
