#LEU213-1  Hist_02268
     -180 0.003682000
     -174 0.001294000
     -168 0.000452000
     -162 0.000158000
     -156 0.000076000
     -150 0.000034000
     -144 0.000018000
     -138 0.000010000
     -132 0.000000000
     -126 0.000006000
     -120 0.000000000
     -114 0.000006000
     -108 0.000006000
     -102 0.000008000
      -96 0.000012000
      -90 0.000026000
      -84 0.000048000
      -78 0.000136000
      -72 0.000402000
      -66 0.001106000
      -60 0.002822000
      -54 0.006370000
      -48 0.012362000
      -42 0.020726000
      -36 0.029498000
      -30 0.035992000
      -24 0.039030000
      -18 0.038578000
      -12 0.034926000
       -6 0.029810000
        0 0.024898000
        6 0.019008000
       12 0.014774000
       18 0.010804000
       24 0.008474000
       30 0.006534000
       36 0.005348000
       42 0.004642000
       48 0.003952000
       54 0.003244000
       60 0.002700000
       66 0.002226000
       72 0.002026000
       78 0.001926000
       84 0.002486000
       90 0.004042000
       96 0.008230000
      102 0.017042000
      108 0.030724000
      114 0.046314000
      120 0.058260000
      126 0.064758000
      132 0.067910000
      138 0.069060000
      144 0.070158000
      150 0.066482000
      156 0.055884000
      162 0.038702000
      168 0.022060000
      174 0.009738000
