#MET34-5  Hist_00350
    -180 0.007240000
    -174 0.006230000
    -168 0.004752000
    -162 0.003186000
    -156 0.001994000
    -150 0.001242000
    -144 0.000830000
    -138 0.000628000
    -132 0.000514000
    -126 0.000590000
    -120 0.000836000
    -114 0.001382000
    -108 0.002866000
    -102 0.006442000
     -96 0.015074000
     -90 0.033346000
     -84 0.063332000
     -78 0.098076000
     -72 0.112132000
     -66 0.095772000
     -60 0.061498000
     -54 0.029636000
     -48 0.011830000
     -42 0.003946000
     -36 0.001322000
     -30 0.000432000
     -24 0.000180000
     -18 0.000088000
     -12 0.000062000
      -6 0.000048000
       0 0.000052000
       6 0.000084000
      12 0.000138000
      18 0.000376000
      24 0.000814000
      30 0.002280000
      36 0.005508000
      42 0.012086000
      48 0.022484000
      54 0.036928000
      60 0.052584000
      66 0.066062000
      72 0.068850000
      78 0.055970000
      84 0.035892000
      90 0.019018000
      96 0.009826000
     102 0.005182000
     108 0.002668000
     114 0.001810000
     120 0.001424000
     126 0.001322000
     132 0.001398000
     138 0.001748000
     144 0.002326000
     150 0.003086000
     156 0.004354000
     162 0.005710000
     168 0.006800000
     174 0.007714000
