#ASN190-1  Hist_02014
     -180 0.000002000
     -174 0.000000000
     -168 0.000000000
     -162 0.000004000
     -156 0.000000000
     -150 0.000006000
     -144 0.000002000
     -138 0.000010000
     -132 0.000016000
     -126 0.000022000
     -120 0.000024000
     -114 0.000020000
     -108 0.000042000
     -102 0.000026000
      -96 0.000020000
      -90 0.000030000
      -84 0.000052000
      -78 0.000056000
      -72 0.000152000
      -66 0.000494000
      -60 0.001476000
      -54 0.004658000
      -48 0.013072000
      -42 0.034756000
      -36 0.077850000
      -30 0.145834000
      -24 0.205348000
      -18 0.211082000
      -12 0.158734000
       -6 0.088504000
        0 0.038496000
        6 0.013576000
       12 0.004352000
       18 0.001006000
       24 0.000232000
       30 0.000038000
       36 0.000006000
       42 0.000002000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
