#PRO9-5   Hist_00092
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000006000
     -54 0.000666000
     -48 0.009580000
     -42 0.039248000
     -36 0.062348000
     -30 0.048570000
     -24 0.023614000
     -18 0.009650000
     -12 0.003954000
      -6 0.003096000
       0 0.005178000
       6 0.013530000
      12 0.039114000
      18 0.103504000
      24 0.208686000
      30 0.251736000
      36 0.144498000
      42 0.031200000
      48 0.001814000
      54 0.000008000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
