#TYR193-5  Hist_02060
     -180 0.072356000
     -174 0.062418000
     -168 0.046964000
     -162 0.030306000
     -156 0.017528000
     -150 0.009050000
     -144 0.004644000
     -138 0.002138000
     -132 0.001048000
     -126 0.000620000
     -120 0.000374000
     -114 0.000282000
     -108 0.000202000
     -102 0.000236000
      -96 0.000184000
      -90 0.000216000
      -84 0.000264000
      -78 0.000376000
      -72 0.000556000
      -66 0.000922000
      -60 0.001608000
      -54 0.002712000
      -48 0.004792000
      -42 0.008308000
      -36 0.013688000
      -30 0.021798000
      -24 0.032082000
      -18 0.043940000
      -12 0.054506000
       -6 0.061486000
        0 0.060716000
        6 0.053288000
       12 0.041874000
       18 0.029206000
       24 0.017964000
       30 0.009940000
       36 0.005392000
       42 0.002708000
       48 0.001446000
       54 0.000886000
       60 0.000626000
       66 0.000438000
       72 0.000366000
       78 0.000344000
       84 0.000288000
       90 0.000350000
       96 0.000416000
      102 0.000560000
      108 0.000770000
      114 0.001086000
      120 0.001520000
      126 0.002736000
      132 0.004242000
      138 0.007566000
      144 0.013018000
      150 0.021510000
      156 0.034854000
      162 0.050960000
      168 0.065292000
      174 0.074034000
