#ARG2-5   Hist_00022
    -180 0.083118000
    -174 0.063970000
    -168 0.034832000
    -162 0.015142000
    -156 0.005594000
    -150 0.001912000
    -144 0.000722000
    -138 0.000256000
    -132 0.000120000
    -126 0.000114000
    -120 0.000110000
    -114 0.000178000
    -108 0.000368000
    -102 0.001148000
     -96 0.004480000
     -90 0.016404000
     -84 0.050132000
     -78 0.111000000
     -72 0.158760000
     -66 0.146126000
     -60 0.084682000
     -54 0.033976000
     -48 0.009146000
     -42 0.002052000
     -36 0.000362000
     -30 0.000048000
     -24 0.000008000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000004000
      12 0.000002000
      18 0.000012000
      24 0.000086000
      30 0.000288000
      36 0.001110000
      42 0.002952000
      48 0.004468000
      54 0.004102000
      60 0.002230000
      66 0.001082000
      72 0.000590000
      78 0.000362000
      84 0.000228000
      90 0.000116000
      96 0.000084000
     102 0.000044000
     108 0.000036000
     114 0.000054000
     120 0.000054000
     126 0.000068000
     132 0.000136000
     138 0.000308000
     144 0.000840000
     150 0.002668000
     156 0.008552000
     162 0.022056000
     168 0.047486000
     174 0.075222000
