#LYS211-3  Hist_02246
     -180 0.068294000
     -174 0.077998000
     -168 0.069034000
     -162 0.049406000
     -156 0.029646000
     -150 0.015402000
     -144 0.007352000
     -138 0.003766000
     -132 0.001966000
     -126 0.001422000
     -120 0.001346000
     -114 0.001634000
     -108 0.002562000
     -102 0.005142000
      -96 0.011802000
      -90 0.026042000
      -84 0.053708000
      -78 0.087722000
      -72 0.110558000
      -66 0.103528000
      -60 0.074438000
      -54 0.043596000
      -48 0.019972000
      -42 0.007458000
      -36 0.002094000
      -30 0.000496000
      -24 0.000134000
      -18 0.000042000
      -12 0.000006000
       -6 0.000002000
        0 0.000006000
        6 0.000006000
       12 0.000002000
       18 0.000000000
       24 0.000006000
       30 0.000020000
       36 0.000102000
       42 0.000498000
       48 0.001578000
       54 0.003752000
       60 0.006236000
       66 0.007970000
       72 0.007350000
       78 0.004914000
       84 0.002164000
       90 0.000810000
       96 0.000354000
      102 0.000194000
      108 0.000076000
      114 0.000058000
      120 0.000066000
      126 0.000054000
      132 0.000110000
      138 0.000178000
      144 0.000510000
      150 0.001364000
      156 0.003924000
      162 0.010444000
      168 0.024404000
      174 0.046282000
