#GLU75-1  Hist_00776
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000004000
     -78 0.000032000
     -72 0.000236000
     -66 0.001372000
     -60 0.007514000
     -54 0.028158000
     -48 0.079502000
     -42 0.152040000
     -36 0.206712000
     -30 0.203392000
     -24 0.151950000
     -18 0.091164000
     -12 0.045792000
      -6 0.020026000
       0 0.007740000
       6 0.002760000
      12 0.001000000
      18 0.000338000
      24 0.000122000
      30 0.000068000
      36 0.000032000
      42 0.000026000
      48 0.000010000
      54 0.000002000
      60 0.000002000
      66 0.000004000
      72 0.000002000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
