#MET53-5  Hist_00552
    -180 0.002130000
    -174 0.001320000
    -168 0.000888000
    -162 0.000444000
    -156 0.000290000
    -150 0.000208000
    -144 0.000142000
    -138 0.000168000
    -132 0.000154000
    -126 0.000190000
    -120 0.000282000
    -114 0.000446000
    -108 0.001010000
    -102 0.002378000
     -96 0.006436000
     -90 0.017504000
     -84 0.043582000
     -78 0.087340000
     -72 0.131680000
     -66 0.144386000
     -60 0.115692000
     -54 0.067068000
     -48 0.028796000
     -42 0.009782000
     -36 0.002910000
     -30 0.000778000
     -24 0.000172000
     -18 0.000058000
     -12 0.000030000
      -6 0.000012000
       0 0.000014000
       6 0.000016000
      12 0.000014000
      18 0.000096000
      24 0.000256000
      30 0.000734000
      36 0.002432000
      42 0.006926000
      48 0.017002000
      54 0.032304000
      60 0.050104000
      66 0.058430000
      72 0.053618000
      78 0.038516000
      84 0.023246000
      90 0.012172000
      96 0.006444000
     102 0.003494000
     108 0.002156000
     114 0.001638000
     120 0.001420000
     126 0.001392000
     132 0.001496000
     138 0.001868000
     144 0.002218000
     150 0.002604000
     156 0.003394000
     162 0.003478000
     168 0.003410000
     174 0.002832000
