#MET53-4  Hist_00550
    -180 0.125772000
    -174 0.178568000
    -168 0.177728000
    -162 0.111124000
    -156 0.046578000
    -150 0.014230000
    -144 0.003754000
    -138 0.001016000
    -132 0.000298000
    -126 0.000136000
    -120 0.000090000
    -114 0.000068000
    -108 0.000060000
    -102 0.000052000
     -96 0.000034000
     -90 0.000062000
     -84 0.000052000
     -78 0.000066000
     -72 0.000032000
     -66 0.000042000
     -60 0.000018000
     -54 0.000008000
     -48 0.000008000
     -42 0.000002000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000002000
      66 0.000002000
      72 0.000004000
      78 0.000006000
      84 0.000006000
      90 0.000002000
      96 0.000002000
     102 0.000002000
     108 0.000014000
     114 0.000028000
     120 0.000118000
     126 0.000362000
     132 0.001068000
     138 0.003968000
     144 0.012078000
     150 0.029178000
     156 0.053202000
     162 0.073380000
     168 0.079582000
     174 0.087198000
